EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
6263,Amos,Lynne,F,White Rock,Cashier,Customer Service,White Rock,Stores,39.67175897,6.125447296,48.99671878,Stores
6264,Johnson,Eldora,F,Vancouver,Baker,Bakery,Vancouver,Stores,44.07775971,3.674970002,37.75587442,Stores
6265,Vega,Steven,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,22.62132395,3.891974318,0,Stores
6266,Walla,Joyce,F,Richmond,Dairy Person,Dairy,Richmond,Stores,58.87562606,8.21182538,142.4810549,Stores
6267,Diaz,Delia,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.04753164,6.212073541,68.60150427,Stores
6268,Willis,Vilma,F,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,38.56376377,5.763725033,35.60827307,Stores
6269,Bingham,John,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,40.26179525,6.587248003,12.15552169,Stores
6270,Peterson,Johnathon,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,43.14931689,4.771664548,59.68357964,Stores
6271,Dale,Beatrice,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41.06749568,5.402783546,78.59306346,Stores
6272,Polanco,Rebecca,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.00799321,2.6971665,96.0089053,Stores
6273,Hayes,Jessica,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,42.22950249,2.43937462,97.86988214,Stores
6274,Holthaus,Richard,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.60859145,6.98639839,7.281303521,Stores
6275,Gray,Doug,M,Peachland,Dairy Person,Dairy,Kelowna,Stores,49.64361033,4.354081495,92.54277515,Stores
6276,Bearden,Sherman,M,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,32.51696172,4.908196787,0,Stores
6277,Manzo,Eva,F,Quesnel,Shelf Stocker,Processed Foods,Quesnel,Stores,32.48001257,3.52779957,0,Stores
6278,Hamilton,Mary,F,Blueberry,Dairy Person,Dairy,Kamloops,Stores,40.72427834,4.389390764,30.60159772,Stores
6279,Walker,Nora,F,Richmond,Dairy Person,Dairy,Richmond,Stores,46.53708033,5.849970489,104.8291871,Stores
6280,Hayes,Jaime,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,25.6885012,0.979190569,0,Stores
6281,Vincent,Zachary,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,42.08350286,5.349954763,89.32964674,Stores
6282,Hughes,Lori,F,Grassy Plains,Shelf Stocker,Processed Foods,Prince George,Stores,40.1962242,3.257425893,92.78792207,Stores
6283,Edmunds,Angela,F,Sparwood,Baker,Bakery,Cranbrook,Stores,29.24050156,4.567276431,0,Stores
6284,Widger,Michael,M,White Rock,Cashier,Customer Service,White Rock,Stores,35.62637083,4.861416283,36.98346499,Stores
6285,Jackson,Juanita,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.46023017,4.263557654,149.1687565,Stores
6286,Thrasher,Christine,F,Oyster River,Shelf Stocker,Processed Foods,Nanaimo,Stores,42.83733837,4.888367007,86.85426309,Stores
6287,Brashear,Jeanette,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.35453955,5.843017078,0,Stores
6288,Seibel,Viola,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.55712619,3.73328296,55.70770315,Stores
6289,Sandoval,Jason,M,Clinton,Dairy Person,Dairy,Kamloops,Stores,40.50432027,3.290080453,29.94985062,Stores
6290,Goudreau,Laura,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,42.376561,2.950030742,85.32871346,Stores
6291,Barnes,Jordan,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56.37161816,5.622566161,112.8949363,Stores
6292,Gastelum,Audry,F,Aldergrove,Baker,Bakery,Aldergrove,Stores,38.62945876,4.736287693,70.75153218,Stores
6293,Cawthon,Oscar,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43.42523329,3.501140604,34.76415641,Stores
6294,Lee,Patricia,F,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,58.06535771,6.530966977,195.1317611,Stores
6295,Hampton,Benjamin,M,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,44.98312937,5.413548218,95.53371159,Stores
6296,Lewis,Jerry,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.65191141,4.922451378,37.60707064,Stores
6297,Kastner,Melissa,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,48.43471992,5.309062202,107.2567537,Stores
6298,Gregory,Harry,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,34.68455674,3.144037175,19.84365163,Stores
6299,Downer,Lauren,F,Mission,Dairy Person,Dairy,Burnaby,Stores,50.46273576,6.12174051,82.93348647,Stores
6300,Bakos,Rose,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,34.68802121,3.266684854,49.74688462,Stores
6301,Delisle,Katrina,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29.89262806,3.620472145,0,Stores
6302,Defreitas,Alice,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,27.38302518,4.269679781,0,Stores
6303,Tyler,Danielle,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,52.31504496,3.104658554,130.3102692,Stores
6304,Owens,Brian,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,46.18302974,4.507828781,65.21207373,Stores
6305,Johnson,Cris,F,Victoria,Baker,Bakery,Victoria,Stores,44.27748807,4.0751914,70.84260258,Stores
6306,Fields,Richard,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46.22330447,5.770580625,46.47580659,Stores
6307,Brown,Joy,F,Agassiz,Dairy Person,Dairy,Chilliwack,Stores,47.58193968,3.707817575,83.72231999,Stores
6308,Burd,Daniel,M,Victoria,Baker,Bakery,Victoria,Stores,44.04512679,6.442290264,51.59794747,Stores
6309,Hurley,Pamela,F,Victoria,Baker,Bakery,Victoria,Stores,33.52320322,5.518433827,25.60681281,Stores
6310,Archey,Marie,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,44.76423444,3.687176293,97.64347913,Stores
6311,Potter,Eleanor,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.52289818,5.838773729,103.664043,Stores
6312,Potter,Mark,M,Christina Lake,Dairy Person,Dairy,Grand Forks,Stores,31.03904186,2.143670454,9.369126144,Stores
6313,Gunn,Donald,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56.47395463,4.337916878,87.09529527,Stores
6314,Bowman,John,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,25.08333567,5.560105989,23.87049524,Stores
6315,Ross,Mark,M,Sardis,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.76851629,5.267528387,23.78987275,Stores
6316,Rose,Michelle,F,Bob Quinn Lake,Cashier,Customer Service,Terrace,Stores,41.02333262,3.151944508,80.23897111,Stores
6317,Carlson,Joey,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,31.0030626,3.172452072,20.7176061,Stores
6318,Ward,Helen,F,Cluculz Lake,Shelf Stocker,Processed Foods,Prince George,Stores,61.58426185,4.561180166,197.6432056,Stores
6319,Berning,Dan,M,Chilako River,Shelf Stocker,Processed Foods,Prince George,Stores,36.19322811,3.090167177,11.05601722,Stores
6320,Fong,Emilio,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.04396809,2.568587025,75.77613324,Stores
6321,Webb,Gary,M,Horsefly,Shelf Stocker,Processed Foods,Prince George,Stores,34.90132461,3.409415277,14.0341438,Stores
6322,Armstrong,Warren,M,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,39.06901845,3.342616131,43.85449269,Stores
6323,Kenyon,James,M,New Westminister,Produce Clerk,Produce,New Westminister,Stores,37.23492804,2.530002744,24.43940543,Stores
6324,Rader,Mark,M,Bridge Lake,Dairy Person,Dairy,Kamloops,Stores,49.22606104,7.367096018,76.3990691,Stores
6325,Madore,Carmela,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,55.25133067,6.477286982,124.9721375,Stores
6326,Ford,Shelly,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28.3542679,7.790652138,0,Stores
6327,Johnson,Brooks,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.67962864,3.635833246,97.3304284,Stores
6328,Scott,Ann,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,57.70255242,3.985141118,154.5863335,Stores
6329,Siddiqui,Brian,M,Slocan,Dairy Person,Dairy,Trail,Stores,47.0180074,5.185372465,54.59844664,Stores
6330,Moore,Michael,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,49.98354604,3.530782811,97.86452282,Stores
6331,Peterson,Monica,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.84704312,4.926480372,78.22792184,Stores
6332,Walker,David,M,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,43.43786441,1.857483597,35.9783949,Stores
6333,Wood,Peggy,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,41.72272581,4.529199852,52.97846121,Stores
6334,Wilson,Yvonne,F,Okanagan Falls,Produce Clerk,Produce,Bella Bella,Stores,39.71315138,3.855133565,69.30399336,Stores
6335,Burchett,Robert,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.83586317,5.769478277,58.47094189,Stores
6336,Campbell,Ray,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,26.50452706,4.006027159,0,Stores
6337,Caldwell,Eric,M,Victoria,Baker,Bakery,Victoria,Stores,42.76631031,4.412524424,74.89638884,Stores
6338,Miller,Keith,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,63.09425954,4.116867797,169.3813484,Stores
6339,Graham,Mark,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,38.95901184,5.744629849,0,Stores
6340,Hunter,Dale,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46.53876619,5.715286181,60.96376568,Stores
6341,Gold,Ryan,M,Creston,Baker,Bakery,Cranbrook,Stores,34.24361824,5.85335077,24.08961491,Stores
6342,Wells,David,M,Agassiz,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.02136166,4.695755152,30.35841931,Stores
6343,Johnson,Harold,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,54.84166553,4.456971522,171.8114788,Stores
6344,Russo,Donald,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,63.39048117,2.634889405,120.2283125,Stores
6345,Brandt,Craig,M,Skookumchuck,Shelf Stocker,Processed Foods,Nanaimo,Stores,33.93770574,4.18298022,0,Stores
6346,Obrien,Jocelyn,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38.9598913,8.546448031,25.55696641,Stores
6347,Woody,Walter,M,Victoria,Baker,Bakery,Victoria,Stores,45.86560259,4.817767091,92.08516458,Stores
6348,Conover,Florence,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,54.02781281,4.61365461,123.218042,Stores
6349,Carter,David,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,37.44543624,3.527922152,17.45765681,Stores
6350,Sweetman,Max,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,37.58499186,3.382333887,48.33948104,Stores
6351,Madsen,Honey,F,Trail,Dairy Person,Dairy,Trail,Stores,48.51936052,6.120570887,71.55930347,Stores
6352,Simmons,Robert,M,Richmond,Dairy Person,Dairy,Richmond,Stores,53.41544829,2.754399568,136.1110291,Stores
6353,Allen,Hector,M,Grand Forks,Dairy Person,Dairy,Grand Forks,Stores,55.26630036,3.955230978,106.9748177,Stores
6354,Hays,Derick,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.33483166,2.377668733,72.51600958,Stores
6355,Gassaway,Lucille,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,49.18796842,6.035805635,124.3455134,Stores
6356,Howell,Carolyn,F,Richmond,Dairy Person,Dairy,Richmond,Stores,33.3084223,1.104890143,63.09037852,Stores
6357,Morris,Elizabeth,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,38.52855282,1.536791604,44.27487253,Stores
6358,Velasco,Jean,F,Victoria,Baker,Bakery,Victoria,Stores,47.54126646,5.095961181,39.80970374,Stores
6359,Adorno,Robert,M,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,30.61769644,5.439549939,16.81946984,Stores
6360,Detrick,Nannie,F,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,77.93800302,3.056848461,257.9249576,Stores
6361,Carpio,Joyce,F,Ganges,Baker,Bakery,Victoria,Stores,31.84387655,4.712987024,21.95826382,Stores
6362,Herrera,Anthony,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,22.47465931,7.470752399,0,Stores
6363,Gonzalez,Paul,M,Fulford Harbour,Baker,Bakery,Victoria,Stores,45.04394105,5.639033738,41.37291617,Stores
6364,Buenrostro,Lena,F,Fort St James,Cashier,Customer Service,Prince George,Stores,37.65651366,5.548923051,51.27861644,Stores
6365,Slater,Brad,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,45.02397839,3.157981421,23.14316909,Stores
6366,Hannah,Honey,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.32889531,2.639531097,0,Stores
6367,Hansen,Stephen,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.89264331,4.187410093,54.01273422,Stores
6368,Wynter,Kelly,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.04255181,5.000141163,67.01724222,Stores
6369,Perkins,Mark,M,Surrey,Dairy Person,Dairy,Surrey,Stores,30.25534163,3.527767496,21.84523014,Stores
6370,Carrigan,Karin,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48.88402737,1.086557577,92.33675004,Stores
6371,Scott,Raymond,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31.88828368,8.225786867,0,Stores
6372,Robinson,Wallace,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.02861513,3.880802195,42.03430923,Stores
6373,Prosser,William,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.09283499,6.926644791,0.226439423,Stores
6374,Rush,Emily,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.37914547,5.186602238,75.78168894,Stores
6375,Cole,James,M,Balfour,Baker,Bakery,Nelson,Stores,50.99268103,1.967178543,70.92629791,Stores
6376,Coronel,Joel,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,37.03219718,5.150507116,0,Stores
6377,Crowe,Anthony,M,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,52.20949296,4.499087938,66.20028888,Stores
6378,Michalski,Mildred,F,Chetwynd,Cashier,Customer Service,Prince George,Stores,40.39515684,2.399050042,81.00621163,Stores
6379,Bradley,Tracy,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,43.26582291,4.086790952,80.00764438,Stores
6380,Jones,William,M,Fairmont Hot Springs,Baker,Bakery,Cranbrook,Stores,35.88326244,4.808254404,11.57311785,Stores
6381,Huang,Lorraine,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34.53843468,5.148760546,51.90245061,Stores
6382,Smith,Vanessa,F,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,29.09255898,5.857219296,0,Stores
6383,Baughman,Chester,M,Richmond,Dairy Person,Dairy,Richmond,Stores,25.98603314,5.998214852,0,Stores
6384,Clear,Beverly,F,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,47.32577667,5.494503116,117.447093,Stores
6385,Safford,Dawn,F,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.48841144,2.901913913,80.9019287,Stores
6386,Vesely,Frank,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.23561065,3.962938746,80.0629112,Stores
6387,Hammond,Christina,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,17.13476454,6.956961098,0,Stores
6388,Blair,Susan,F,Sooke,Baker,Bakery,Victoria,Stores,49.43906425,5.414316266,66.75664169,Stores
6389,Sevin,Anthony,M,Likely,Cashier,Customer Service,Quesnel,Stores,49.76119749,5.981701753,106.6524686,Stores
6390,Stephens,Aaron,M,Surrey,Dairy Person,Dairy,Surrey,Stores,24.18466978,5.169787115,7.796503394,Stores
6391,Jordan,Veronica,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,49.53964028,4.027911694,135.4870802,Stores
6392,Wells,Martha,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.875374,4.932225729,141.7364664,Stores
6393,Harris,Kristie,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.90689243,3.128474161,52.06645325,Stores
6394,Govan,Willie,M,Atlin,Cashier,Customer Service,Terrace,Stores,34.39404497,5.802338973,25.80723267,Stores
6395,Mount,Lindsey,F,Victoria,Baker,Bakery,Victoria,Stores,33.70976684,7.352854635,0,Stores
6396,Lessard,Cassandra,F,Duncan,Cashier,Customer Service,Quesnel,Stores,49.78691971,6.143680952,111.4156229,Stores
6397,Rogalski,Nancy,F,Bob Quinn Lake,Cashier,Customer Service,Terrace,Stores,40.62463373,4.55566041,21.61709303,Stores
6398,Henson,Rebecca,F,Radium Hot Springs,Baker,Bakery,Cranbrook,Stores,38.89891408,3.336656891,81.07251473,Stores
6399,Edwards,Darrell,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.90448905,4.027494153,101.1280887,Stores
6400,Armstrong,Donna,F,Victoria,Baker,Bakery,Victoria,Stores,38.77843574,5.265628557,25.44052604,Stores
6401,Chitwood,Linda,F,Richmond,Dairy Person,Dairy,Richmond,Stores,30.31975718,6.621162459,10.46346356,Stores
6402,Hudson,Catherine,F,Vernon,Cashier,Customer Service,Vernon,Stores,35.15048707,3.562852531,0,Stores
6403,Ford,Jane,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35.27931818,5.999501256,11.0086847,Stores
6404,Corder,Mary,F,Richmond,Dairy Person,Dairy,Richmond,Stores,38.09292802,6.750707514,43.43732611,Stores
6405,Neal,Rex,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.49970945,2.760325848,105.4005705,Stores
6406,Williams,Alda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55.49251186,2.532215316,109.3442652,Stores
6407,Choi,William,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.75938651,3.648989012,63.28532547,Stores
6408,Hamm,Dona,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,29.46319484,3.240963773,29.73127031,Stores
6409,Parker,Marcus,M,Victoria,Baker,Bakery,Victoria,Stores,44.05370985,4.241563204,50.26445997,Stores
6410,Todd,Michele,F,Nelson,Dairy Person,Dairy,Nelson,Stores,16.92093664,4.079128068,0,Stores
6411,Alexander,Roberta,F,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,25.23251886,5.672137988,0,Stores
6412,Burns,Michael,M,Richmond,Dairy Person,Dairy,Richmond,Stores,43.62123604,3.223131222,53.83521325,Stores
6413,Sabb,Floyd,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,29.28818893,8.731942227,0,Stores
6414,Keeney,Mia,F,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,36.44834375,6.723935321,2.599744454,Stores
6415,Best,Frederick,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.2373437,5.490539182,93.107086,Stores
6416,Leader,Michel,M,Richmond,Dairy Person,Dairy,Richmond,Stores,42.269945,5.194382085,65.99666832,Stores
6417,Amaya,Arturo,M,Topley,Cashier,Customer Service,Prince George,Stores,45.12358355,2.59402541,41.91581303,Stores
6418,Knox,Dwight,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,47.40295797,5.417278753,28.77125683,Stores
6419,Jenkins,Jason,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,68.17326435,5.013054281,105.7156979,Stores
6420,Borders,Courtney,M,Lakeview Heights,Dairy Person,Dairy,Kelowna,Stores,46.71998681,4.384268475,103.1988894,Stores
6421,Reveles,Gary,M,Victoria,Baker,Bakery,Victoria,Stores,20.4191495,9.630750543,0,Stores
6422,Hyde,Dorothy,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.23181684,6.193000485,132.6015074,Stores
6423,Card,Patrick,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.12651982,5.971607489,37.63900336,Stores
6424,Coleman,Dolores,F,Victoria,Baker,Bakery,Victoria,Stores,28.82186505,6.282650822,14.37957402,Stores
6425,Fair,Tina,F,Victoria,Baker,Bakery,Victoria,Stores,47.87356954,2.305428313,131.5720189,Stores
6426,Crum,Leann,F,Williams Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,25.5227547,6.506830638,0,Stores
6427,Waring,John,M,Victoria,Baker,Bakery,Victoria,Stores,32.31033281,5.478715938,38.59915719,Stores
6428,Benedetto,Stephen,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,40.44265874,2.57998462,29.68240335,Stores
6429,Fernandez,Peggy,F,Parksville,Shelf Stocker,Processed Foods,Nanaimo,Stores,42.02034075,4.778837846,49.8802564,Stores
6430,Gilbert,Elvira,F,Vernon,Cashier,Customer Service,Vernon,Stores,46.16577893,3.613405866,106.3860705,Stores
6431,Bechtold,Laverne,F,Nelson,Dairy Person,Dairy,Nelson,Stores,52.21549509,3.008976461,186.9751967,Stores
6432,Barlow,Steven,M,Pritchard,Dairy Person,Dairy,Kelowna,Stores,37.39448896,7.023026489,7.254627584,Stores
6433,Byrom,Les,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.72196963,4.00814357,37.5611322,Stores
6434,Franz,Daniel,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52.14836602,5.162816108,129.3643477,Stores
6435,McGuinness,Corey,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43.44075936,5.736097772,61.53216338,Stores
6436,Nottingham,Josette,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,26.14872191,6.616867973,0,Stores
6437,Anderson,Ruth,F,Victoria,Baker,Bakery,Victoria,Stores,39.25492554,4.870181318,75.19649294,Stores
6438,Nobles,Reyes,M,Victoria,Baker,Bakery,Victoria,Stores,53.9858234,4.706259762,88.81383183,Stores
6439,Green,Martha,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.13144959,6.005848842,79.5132462,Stores
6440,Hughes,Darren,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,55.73531055,3.353562327,134.327218,Stores
6441,Skelton,Kristin,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,37.96193239,4.229775343,62.00352863,Stores
6442,Jiminez,Marion,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,38.01194638,4.025991351,61.55764368,Stores
6443,Thompson,Glenda,F,Victoria,Baker,Bakery,Victoria,Stores,38.52969404,5.785241291,8.386158247,Stores
6444,Carpenter,Vanessa,F,Clinton,Dairy Person,Dairy,Kamloops,Stores,37.41729645,8.877576606,61.82568628,Stores
6445,Murray,Kevin,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,48.79607655,6.293635809,80.22990697,Stores
6446,Edwards,Joseph,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,36.89361963,7.505506544,66.71482062,Stores
6447,Tillery,Lance,M,Prince George,Cashier,Customer Service,Prince George,Stores,65.31070255,6.267531838,183.9652982,Stores
6448,Newquist,Leslie,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,51.07451808,2.856885521,134.8629507,Stores
6449,Foley,Jonathan,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,47.21599694,6.777722721,119.0869111,Stores
6450,White,Tim,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.43527543,2.719115584,47.64489788,Stores
6451,Johnson,Patricia,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,41.52603952,4.000943141,37.15471914,Stores
6452,Moore,Pamela,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,60.94252875,5.426554957,176.4597996,Stores
6453,Ramirez,Cheryl,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.58430082,2.01845343,139.9971199,Stores
6454,Robbins,Carlos,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,36.70144186,6.090389348,53.11958916,Stores
6455,Fish,Carrie,F,Richmond,Dairy Person,Dairy,Richmond,Stores,44.7155561,5.717898925,81.74815806,Stores
6456,Carrillo,Chris,M,New Westminister,Baker,Bakery,New Westminister,Stores,38.27295967,4.097044508,45.16723958,Stores
6457,Whitman,Peter,M,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.27084675,6.106751794,35.42670367,Stores
6458,Wilson,Jason,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.73906548,2.373004896,37.82702188,Stores
6459,Hambly,Georgia,F,Lac La Hache,Shelf Stocker,Processed Foods,Williams Lake,Stores,40.45395255,2.816904456,110.9040726,Stores
6460,Marks,Connie,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,42.51955432,5.213063238,60.86944668,Stores
6461,Tate,Mary,F,Giscome,Cashier,Customer Service,Prince George,Stores,45.32285382,7.708603195,95.21259577,Stores
6462,Alvarado,Sharron,F,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,61.5491456,6.336281201,196.9692399,Stores
6463,McIntyre,James,M,Victoria,Baker,Bakery,Victoria,Stores,33.09213312,5.309081181,0,Stores
6464,Jones,Alice,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55.13320236,3.204856366,105.7001972,Stores
6465,Nunnally,William,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,56.45957121,4.126352814,105.3050816,Stores
6466,Anderson,Lisa,F,Lakeview Heights,Dairy Person,Dairy,Kelowna,Stores,20.71346735,2.939601763,0,Stores
6467,Haggard,Jeffrey,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,26.39309913,3.874737018,0,Stores
6468,Heffington,Linda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34.99222906,5.776764105,2.968755747,Stores
6469,Welke,Bobby,M,Surrey,Dairy Person,Dairy,Surrey,Stores,28.91575674,3.610483663,0,Stores
6470,Hatch,Hazel,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,60.47297282,5.071849863,193.8261758,Stores
6471,Adams,Woodrow,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,49.2519107,4.898367802,77.17711133,Stores
6472,Steil,Orville,M,South Slocan,Dairy Person,Dairy,Trail,Stores,48.59124883,3.53879605,111.4718461,Stores
6473,Coppedge,Bertha,F,Summerland,Dairy Person,Dairy,Kelowna,Stores,41.451587,2.761232561,98.76011458,Stores
6474,Weaver,Margaret,F,White Rock,Cashier,Customer Service,White Rock,Stores,51.26834861,5.349242474,152.4598831,Stores
6475,Hendricks,Sarita,F,Victoria,Baker,Bakery,Victoria,Stores,34.19133446,4.033259129,48.79011944,Stores
6476,Nance,Maria,F,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,38.78606459,4.282531977,36.36134156,Stores
6477,Jamison,Marilyn,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.10473607,5.343800366,87.60658801,Stores
6478,Beaumont,James,M,Flatrock,Baker,Bakery,Fort St John,Stores,34.17055715,4.791266166,41.43047366,Stores
6479,Ramirez,Caron,F,Surrey,Dairy Person,Dairy,Surrey,Stores,40.35001203,4.429022251,58.82126536,Stores
